PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,method_category,deep_learning_method
35116736,Factors associated with de novo metastatic disease in invasive breast cancer: comparison of artificial neural network and logistic regression models,"Qiu C, Jiang L, Cao Y, Hu C, Yu Y, Zhang H.",Transl Cancer Res. 2019 Feb;8(1):77-86. doi: 10.21037/tcr.2019.01.01.,Qiu C,Transl Cancer Res,2019,2022/02/04,PMC8797980,,10.21037/tcr.2019.01.01,"BACKGROUND: De novo metastasis of breast cancer is a complex clinical issue to be identified. This study was the first to construct artificial neural networks (ANN) and logistic regression (LR) models with comparison to find out important factors associated with occurrence of de novo metastasis in invasive breast cancer.
METHODS: A total of 40,899 patients diagnosed with de novo metastatic breast cancer in 2010 from Surveillance, Epidemiology and End Results (SEER) Cancer database were enrolled. ANN models and LR models were constructed based on thirteen relevant factors by 10-fold cross-validation approach respectively. Evaluation indexes as well as processing time were compared.
RESULTS: Overall area under ROC curve (AUC) value of ANN models was significantly higher than that of LR models (0.917±0.01 vs. 0.844±0.011, P&lt;0.001). In ANN models, number of positive ipsilateral axillary lymph nodes, tumor size, lymph node ratio (LNR) and regional lymph nodes status were important associated factors. While under the same experiment environment, ANN models obviously took much more processing time than LR models did (14,400 vs. 15 minutes for 10-fold cross-validation).
CONCLUSIONS: ANN models outperformed traditional LR models in identifying de novo metastasis of breast cancer. On the other hand, the much longer processing time of ANN models should also be considered.",other,Not specified
30646043,Development and Application of a Machine Learning Approach to Assess Short-term Mortality Risk Among Patients With Cancer Starting Chemotherapy,"Elfiky AA, Pany MJ, Parikh RB, Obermeyer Z.",JAMA Netw Open. 2018 Jul 6;1(3):e180926. doi: 10.1001/jamanetworkopen.2018.0926.,Elfiky AA,JAMA Netw Open,2018,2019/01/16,PMC6324307,,10.1001/jamanetworkopen.2018.0926,"IMPORTANCE: Patients with cancer who die soon after starting chemotherapy incur costs of treatment without the benefits. Accurately predicting mortality risk before administering chemotherapy is important, but few patient data-driven tools exist.
OBJECTIVE: To create and validate a machine learning model that predicts mortality in a general oncology cohort starting new chemotherapy, using only data available before the first day of treatment.
DESIGN, SETTING, AND PARTICIPANTS: This retrospective cohort study of patients at a large academic cancer center from January 1, 2004, through December 31, 2014, determined date of death by linkage to Social Security data. The model was derived using data from 2004 through 2011, and performance was measured on nonoverlapping data from 2012 through 2014. The analysis was conducted from June 1 through August 1, 2017. Participants included 26 946 patients starting 51 774 new chemotherapy regimens.
MAIN OUTCOMES AND MEASURES: Thirty-day mortality from the first day of a new chemotherapy regimen. Secondary outcomes included model discrimination by predicted mortality risk decile among patients receiving palliative chemotherapy, and 180-day mortality from the first day of a new chemotherapy regimen.
RESULTS: Among the 26 946 patients included in the analysis, mean age was 58.7 years (95% CI, 58.5-58.9 years); 61.1% were female (95% CI, 60.4%-61.9%); and 86.9% were white (95% CI, 86.4%-87.4%). Thirty-day mortality from chemotherapy start was 2.1% (95% CI, 1.9%-2.4%). Among the 9114 patients in the validation set, the most common primary cancers were breast (21.1%; 95% CI, 20.2%-21.9%), colorectal (19.3%; 95% CI, 18.5%-20.2%), and lung (18.0%; 95% CI, 17.2%-18.8%). Model predictions were accurate for all patients (area under the curve [AUC], 0.940; 95% CI, 0.930-0.951). Predictions for patients starting palliative chemotherapy (46.6% of regimens; 95% CI, 45.8%-47.3%), for whom prognosis is particularly important, remained highly accurate (AUC, 0.924; 95% CI, 0.910-0.939). To illustrate model discrimination, patients were ranked initiating palliative chemotherapy by model-predicted mortality risk, and observed mortality was calculated by risk decile. Thirty-day mortality in the highest-risk decile was 22.6% (95% CI, 19.6%-25.6%); in the lowest-risk decile, no patients died. Predictions remained accurate across all primary cancers, stages, and chemotherapies, even for clinical trial regimens that first appeared in years after the model was trained (AUC, 0.942; 95% CI, 0.882-1.000). The same model also performed well for prediction of 180-day mortality (AUC for all patients, 0.870 [95% CI, 0.862-0.877]; highest- vs lowest-risk decile mortality, 74.8% [95% CI, 72.7%-77.0%] vs 0.2% [95% CI, 0.01%-0.4%]). Predictions were more accurate than estimates from randomized clinical trials of individual chemotherapies or the Surveillance, Epidemiology, and End Results data set.
CONCLUSIONS AND RELEVANCE: A machine learning algorithm using electronic health record data accurately predicted short-term mortality among patients starting chemotherapy. Further research is necessary to determine the generalizability and feasibility of applying this algorithm in clinical settings.",other,Not specified
30409119,Spatially varying effects of predictors for the survival prediction of nonmetastatic colorectal Cancer,"Tian Y, Li J, Zhou T, Tong D, Chi S, Kong X, Ding K, Li J.",BMC Cancer. 2018 Nov 8;18(1):1084. doi: 10.1186/s12885-018-4985-2.,Tian Y,BMC Cancer,2018,2018/11/10,PMC6225720,,10.1186/s12885-018-4985-2,"BACKGROUND: An increasing number of studies have identified spatial differences in colorectal cancer survival. However, little is known about the spatially varying effects of predictors in survival prediction modeling studies of colorectal cancer that have focused on estimating the absolute survival risk for patients from a wide range of populations. This study aimed to demonstrate the spatially varying effects of predictors of survival for nonmetastatic colorectal cancer patients.
METHODS: Patients diagnosed with nonmetastatic colorectal cancer from 2004 to 2013 who were followed up through the end of 2013 were extracted from the Surveillance Epidemiology End Results registry (Patients: 128061). The log-rank test and the restricted mean survival time were used to evaluate survival outcome differences among spatial clusters corresponding to a widely used clinical predictor: stage determined by AJCC 7th edition staging system. The heterogeneity test, which is used in meta-analyses, revealed the spatially varying effects of single predictors. Then, considering the above predictors in a standard survival prediction model based on spatially clustered data, the spatially varying coefficients of these models revealed that some covariate effects may not be constant across the geographic regions of the study. Then, two types of survival prediction models (a statistical model and a machine learning model) were built; these models considered the predictors and enabled survival prediction for patients from a wide range of geographic regions.
RESULTS: Based on univariate and multivariate analysis, some prognostic factors, such as ""TNM stage"", ""tumor size"" and ""age at diagnosis,"" have significant spatially varying effects among different regions. When considering these spatially varying effects, machine learning models have fewer assumption constraints (such as proportional hazard assumptions) and better predictive performance compared with statistical models. Upon comparing the concordance indexes of these two models, the machine learning model was found to be more accurate (0.898[0.895,0.902]) than the statistical model (0.732 [0.726, 0.738]).
CONCLUSIONS: Based on this study, it's recommended that the spatially varying effect of predictors should be considered when building survival prediction models involving large-scale and multicenter research data. Machine learning models that are not limited by the requirement of a statistical hypothesis are promising alternative models.",other,Not specified
30280650,Rapid differentiation of Staphylococcus aureus subspecies based on MALDI-TOF MS profiles,"Pérez-Sancho M, Vela AI, Horcajo P, Ugarte-Ruiz M, Domínguez L, Fernández-Garayzábal JF, de la Fuente R.",J Vet Diagn Invest. 2018 Nov;30(6):813-820. doi: 10.1177/1040638718805537. Epub 2018 Oct 3.,Pérez-Sancho M,J Vet Diagn Invest,2018,2018/10/04,PMC6505833,,10.1177/1040638718805537,"Staphylococcus aureus encompasses 2 subspecies ( aureus and anaerobius) with significant differences in their epidemiology and pathogenicity. We evaluated the suitability of matrix-assisted laser desorption/ionization time-of-flight mass spectrometry (MALDI-TOF MS) for the rapid identification of both subspecies using a panel of 52 S. aureus isolates (30 subsp. anaerobius and 22 subsp. aureus) recovered from different origins, countries, and years. The on-board library identification system correctly identified 42 of 52 (81%) S. aureus isolates at the species level with score values >2.0. Limited performance was observed for differentiation of S. aureus subspecies (particularly subsp. anaerobius). Visual inspection of MALDI-TOF MS profiles identified 5 subspecies-specific mass peaks ( m/ z 3430 and 6861 in S. aureus subsp. anaerobius, and m/ z 4046, 6890, and 8093 in S. aureus subsp. aureus) with 100% sensitivity and specificity values, which is potentially useful for differentiating these subspecies. The suitability of 3 models, Genetic Analysis (GA), Quick Classifier (QC), and Supervised Neural Network, for automatic identification of both subspecies was evaluated using the Recognition Capability (RC) and Cross Validation (CV) values provided by the on-board ClinProTools software. The GA and QC models reached RC and CV values of 100%. Both models were externally validated using a panel of 26 S. aureus isolates of both subspecies, with both models correctly classifying all isolates of both subspecies. MALDI-TOF MS coupled with ClinProTools software represents a rapid and simple approach for S. aureus subspecies discrimination.",other,Not specified
30266231,Predicting of anaphylaxis in big data EMR by exploring machine learning approaches,"Segura-Bedmar I, Colón-Ruíz C, Tejedor-Alonso MÁ, Moro-Moro M.",J Biomed Inform. 2018 Nov;87:50-59. doi: 10.1016/j.jbi.2018.09.012. Epub 2018 Sep 25.,Segura-Bedmar I,J Biomed Inform,2018,2018/09/30,,,10.1016/j.jbi.2018.09.012,"Anaphylaxis is a life-threatening allergic reaction that occurs suddenly after contact with an allergen. Epidemiological studies about anaphylaxis are very important in planning and evaluating new strategies that prevent this reaction, but also in providing a guide to the treatment of patients who have just suffered an anaphylactic reaction. Electronic Medical Records (EMR) are one of the most effective and richest sources for the epidemiology of anaphylaxis, because they provide a low-cost way of accessing rich longitudinal data on large populations. However, a negative aspect is that researchers have to manually review a huge amount of information, which is a very costly and highly time consuming task. Therefore, our goal is to explore different machine learning techniques to process Big Data EMR, lessening the needed efforts for performing epidemiological studies about anaphylaxis. In particular, we aim to study the incidence of anaphylaxis by the automatic classification of EMR. To do this, we employ the most widely used and efficient classifiers in text classification and compare different document representations, which range from well-known methods such as Bag Of Words (BoW) to more recent ones based on word embedding models, such as a simple average of word embeddings or a bag of centroids of word embeddings. Because the identification of anaphylaxis cases in EMR is a class-imbalanced problem (less than 1% describe anaphylaxis cases), we employ a novel undersampling technique based on clustering to balance our dataset. In addition to classical machine learning algorithms, we also use a Convolutional Neural Network (CNN) to classify our dataset. In general, experiments show that the most classifiers and representations are effective (F1 above 90%). Logistic Regression, Linear SVM, Multilayer Perceptron and Random Forest achieve an F1 around 95%, however linear methods have considerably lower training times. CNN provides slightly better performance (F1 = 95.6%).",other,Not specified
30179954,Can Machine-learning Techniques Be Used for 5-year Survival Prediction of Patients With Chondrosarcoma?,"Thio QCBS, Karhade AV, Ogink PT, Raskin KA, De Amorim Bernstein K, Lozano Calderon SA, Schwab JH.",Clin Orthop Relat Res. 2018 Oct;476(10):2040-2048. doi: 10.1097/CORR.0000000000000433.,Thio QCBS,Clin Orthop Relat Res,2018,2018/09/05,PMC6259859,,10.1097/CORR.0000000000000433,"BACKGROUND: Several studies have identified prognostic factors for patients with chondrosarcoma, but there are few studies investigating the accuracy of computationally intensive methods such as machine learning. Machine learning is a type of artificial intelligence that enables computers to learn from data. Studies using machine learning are potentially appealing, because of its possibility to explore complex patterns in data and to improve its models over time.
QUESTIONS/PURPOSES: The purposes of this study were (1) to develop machine-learning algorithms for the prediction of 5-year survival in patients with chondrosarcoma; and (2) to deploy the best algorithm as an accessible web-based app for clinical use.
METHODS: All patients with a microscopically confirmed diagnosis of conventional or dedifferentiated chondrosarcoma were extracted from the Surveillance, Epidemiology, and End Results (SEER) Registry from 2000 to 2010. SEER covers approximately 30% of the US population and consists of demographic, tumor characteristic, treatment, and outcome data. In total, 1554 patients met the inclusion criteria. Mean age at diagnosis was 52 years (SD 17), ranging from 7 to 102 years; 813 of the 1554 patients were men (55%); and mean tumor size was 8 cm (SD 6), ranging from 0.1 cm to 50 cm. Exact size was missing in 340 of 1544 patients (22%), grade in 88 of 1544 (6%), tumor extension in 41 of 1544 (3%), and race in 16 of 1544 (1%). Data for 1-, 3-, 5-, and 10-year overall survival were available for 1533 (99%), 1512 (98%), 1487 (96%), and 977 (63%) patients, respectively. One-year survival was 92%, 3-year survival was 82%, 5-year survival was 76%, and 10-year survival was 54%. Missing data were imputed using the nonparametric missForest method. Boosted decision tree, support vector machine, Bayes point machine, and neural network models were developed for 5-year survival. These models were chosen as a result of their capability of predicting two outcomes based on prior work on machine-learning models for binary classification. The models were assessed by discrimination, calibration, and overall performance. The c-statistic is a measure of discrimination. It ranges from 0.5 to 1.0 with 1.0 being perfect discrimination and 0.5 that the model is no better than chance at making a prediction. The Brier score measures the squared difference between the predicted probability and the actual outcome. A Brier score of 0 indicates perfect prediction, whereas a Brier score of 1 indicates the poorest prediction. The Brier scores of the models are compared with the null model, which is calculated by assigning each patient a probability equal to the prevalence of the outcome.
RESULTS: Four models for 5-year survival were developed with c-statistics ranging from 0.846 to 0.868 and Brier scores ranging from 0.117 to 0.135 with a null model Brier score of 0.182. The Bayes point machine was incorporated into a freely available web-based application. This application can be accessed through https://sorg-apps.shinyapps.io/chondrosarcoma/.
CONCLUSIONS: Although caution is warranted, because the prediction model has not been validated yet, healthcare providers could use the online prediction tool in daily practice when survival prediction of patients with chondrosarcoma is desired. Future studies should seek to validate the developed prediction model.
LEVEL OF EVIDENCE: Level III, prognostic study.",other,Not specified
29383256,Assessment of chronic kidney disease using skin texture as a key parameter: for South Indian population,"Udhayarasu M, Ramakrishnan K, Periasamy S.",Healthc Technol Lett. 2017 May 23;4(6):223-227. doi: 10.1049/htl.2016.0098. eCollection 2017 Dec.,Udhayarasu M,Healthc Technol Lett,2017,2018/02/01,PMC5761315,,10.1049/htl.2016.0098,"Periodical monitoring of renal function, specifically for subjects with history of diabetic or hypertension would prevent them from entering into chronic kidney disease (CKD) condition. The recent increase in numbers may be due to food habits or lack of physical exercise, necessitates a rapid kidney function monitoring system. Presently, it is determined by evaluating glomerular filtration rate (GFR) that is mainly dependent on serum creatinine value and demographic parameters and ethnic value. Attempted here is to develop ethnic parameter based on skin texture for every individual. This value when used in GFR computation, the results are much agreeable with GFR obtained through standard modification of diet in renal disease and CKD epidemiology collaboration equations. Once correlation between CKD and skin texture is established, classification tool using artificial neural network is built to categorise CKD level based on demographic values and parameter obtained through skin texture (without using creatinine). This network when tested gives almost at par results with the network that is trained with demographic and creatinine values. The results of this Letter demonstrate the possibility of non-invasively determining kidney function and hence for making a device that would readily assess the kidney function even at home.",other,Not specified
26733278,Lopinavir Resistance Classification with Imbalanced Data Using Probabilistic Neural Networks,"Raposo LM, Arruda MB, de Brindeiro RM, Nobre FF.",J Med Syst. 2016 Mar;40(3):69. doi: 10.1007/s10916-015-0428-7. Epub 2016 Jan 6.,Raposo LM,J Med Syst,2016,2016/01/07,,,10.1007/s10916-015-0428-7,"Resistance to antiretroviral drugs has been a major obstacle for long-lasting treatment of HIV-infected patients. The development of models to predict drug resistance is recognized as useful for helping the decision of the best therapy for each HIV+ individual. The aim of this study was to develop classifiers for predicting resistance to the HIV protease inhibitor lopinavir using a probabilistic neural network (PNN). The data were provided by the Molecular Virology Laboratory of the Health Sciences Center, Federal University of Rio de Janeiro (CCS-UFRJ/Brazil). Using bootstrap and stepwise techniques, ten features were selected by logistic regression (LR) to be used as inputs to the network. Bootstrap and cross-validation were used to define the smoothing parameter of the PNN networks. Four balanced models were designed and evaluated using a separate test set. The accuracies of the classifiers with the test set ranged from 0.89 to 0.94, and the area under the receiver operating characteristic (ROC) curve (AUC) ranged from 0.96 to 0.97. The sensitivity ranged from 0.94 to 1.00, and the specificity was between 0.88 and 0.92. Four classifiers showed performances very close to three existing expert-based interpretation systems, the HIVdb, the Rega and the ANRS algorithms, and to a k-Nearest Neighbor.",other,Not specified
26415108,Population-specific prognostic models are needed to stratify outcomes for African-Americans with diffuse large B-cell lymphoma,"Chen Q, Ayer T, Nastoupil LJ, Koff JL, Staton AD, Chhatwal J, Flowers CR.",Leuk Lymphoma. 2016;57(4):842-51. doi: 10.3109/10428194.2015.1083098. Epub 2015 Dec 15.,Chen Q,Leuk Lymphoma,2016,2015/09/29,PMC5075432,NIHMS798031,10.3109/10428194.2015.1083098,"Diffuse large B-cell lymphoma (DLBCL) demonstrates significant racial differences in age of onset, stage, and survival. To examine whether population-specific models improve prediction of outcomes for African-American (AA) patients with DLBCL, we utilized Surveillance, Epidemiology, and End Results data and compared stratification by the international prognostic index (IPI) in general and AA populations. We also constructed and compared prognostic models for general and AA populations using multivariable logistic regression (LR) and artificial neural network approaches. While the IPI adequately stratified outcomes for the general population, it failed to separate AA DLBCL patients into distinct risk groups. Our AA LR model identified age ≥ 55 (odds ratio 0.45, [95% CI: 0.36, 0.56], male sex (0.75, [0.60, 0.93]), and stage III/IV disease (0.43, [0.34, 0.54]) as adverse predictors of 5-year survival for AA patients. In addition, general-population prognostic models were poorly calibrated for AAs with DLBCL, indicating a need for validated AA-specific prognostic models.",other,Not specified
24521170,ANN multiscale model of anti-HIV drugs activity vs AIDS prevalence in the US at county level based on information indices of molecular graphs and social networks,"González-Díaz H, Herrera-Ibatá DM, Duardo-Sánchez A, Munteanu CR, Orbegozo-Medina RA, Pazos A.",J Chem Inf Model. 2014 Mar 24;54(3):744-55. doi: 10.1021/ci400716y. Epub 2014 Feb 21.,González-Díaz H,J Chem Inf Model,2014,2014/02/14,,,10.1021/ci400716y,"This work is aimed at describing the workflow for a methodology that combines chemoinformatics and pharmacoepidemiology methods and at reporting the first predictive model developed with this methodology. The new model is able to predict complex networks of AIDS prevalence in the US counties, taking into consideration the social determinants and activity/structure of anti-HIV drugs in preclinical assays. We trained different Artificial Neural Networks (ANNs) using as input information indices of social networks and molecular graphs. We used a Shannon information index based on the Gini coefficient to quantify the effect of income inequality in the social network. We obtained the data on AIDS prevalence and the Gini coefficient from the AIDSVu database of Emory University. We also used the Balaban information indices to quantify changes in the chemical structure of anti-HIV drugs. We obtained the data on anti-HIV drug activity and structure (SMILE codes) from the ChEMBL database. Last, we used Box-Jenkins moving average operators to quantify information about the deviations of drugs with respect to data subsets of reference (targets, organisms, experimental parameters, protocols). The best model found was a Linear Neural Network (LNN) with values of Accuracy, Specificity, and Sensitivity above 0.76 and AUROC > 0.80 in training and external validation series. This model generates a complex network of AIDS prevalence in the US at county level with respect to the preclinical activity of anti-HIV drugs in preclinical assays. To train/validate the model and predict the complex network we needed to analyze 43,249 data points including values of AIDS prevalence in 2,310 counties in the US vs ChEMBL results for 21,582 unique drugs, 9 viral or human protein targets, 4,856 protocols, and 10 possible experimental measures.",other,Not specified
24206207,Prediction of survival in thyroid cancer using data mining technique,"Jajroudi M, Baniasadi T, Kamkar L, Arbabi F, Sanei M, Ahmadzade M.",Technol Cancer Res Treat. 2014 Aug;13(4):353-9. doi: 10.7785/tcrt.2012.500384. Epub 2013 Nov 4.,Jajroudi M,Technol Cancer Res Treat,2014,2013/11/12,,,10.7785/tcrt.2012.500384,"Cancer is the second leading cause of death after cardiovascular diseases in the world. Health professionals are seeking ways for suitable treatment and quality of care in these groups of patients. Survival prediction is important for both physicians and patients in order to choose the best way of management. Artificial Neural Network (ANN) is one of the most efficient data mining methods. This technique is able to evaluate the relationship between different variables spontaneously without any prevalent data. In our study ANN and Logistic Regression were used to predict survival in thyroid cancer and compare these results. SEER (Surveillance, Epidemiology and End Result) data were got from SEER site1. Effective features in thyroid cancer have been selected based on supervision by radiation oncologists and evidence. After data pruning 7706 samples were studied with 16 attributes. Multi Layer Prediction (MLP) was used as the chosen neural network and survival was predicted for 1-, 3- and 5-years. Accuracy, sensitivity and specificity were parameters to evaluate the model. The results of MLP and Logistic Regression models for one year are defined as for 1-year (92.9%, 92.8, 93%), (81.2%, 88.9%, 72.5%), for 3-year as (85.1%, 87.8%, 82.8%), (88.6%, 90.2%, 87.2%) and for 5-year as (86.8%, 96%, 74.3%), (90.7%, 95.9%, 83.7) respectively. According to our results ANN could efficiently represent a suitable method of survival prediction in thyroid cancer patients and the results were comparable with statistical models.",other,Not specified
24011972,A comparison of the performances of an artificial neural network and a regression model for GFR estimation,"Liu X, Li NS, Lv LS, Huang JH, Tang H, Chen JX, Ma HJ, Wu XM, Lou TQ.",Am J Kidney Dis. 2013 Dec;62(6):1109-15. doi: 10.1053/j.ajkd.2013.07.010. Epub 2013 Sep 5.,Liu X,Am J Kidney Dis,2013,2013/09/10,,,10.1053/j.ajkd.2013.07.010,"BACKGROUND: Accurate estimation of glomerular filtration rate (GFR) is important in clinical practice. Current models derived from regression are limited by the imprecision of GFR estimates. We hypothesized that an artificial neural network (ANN) might improve the precision of GFR estimates.
STUDY DESIGN: A study of diagnostic test accuracy.
SETTING & PARTICIPANTS: 1,230 patients with chronic kidney disease were enrolled, including the development cohort (n=581), internal validation cohort (n=278), and external validation cohort (n=371).
INDEX TESTS: Estimated GFR (eGFR) using a new ANN model and a new regression model using age, sex, and standardized serum creatinine level derived in the development and internal validation cohort, and the CKD-EPI (Chronic Kidney Disease Epidemiology Collaboration) 2009 creatinine equation.
REFERENCE TEST: Measured GFR (mGFR).
OTHER MEASUREMENTS: GFR was measured using a diethylenetriaminepentaacetic acid renal dynamic imaging method. Serum creatinine was measured with an enzymatic method traceable to isotope-dilution mass spectrometry.
RESULTS: In the external validation cohort, mean mGFR was 49±27 (SD) mL/min/1.73 m2 and biases (median difference between mGFR and eGFR) for the CKD-EPI, new regression, and new ANN models were 0.4, 1.5, and -0.5 mL/min/1.73 m2, respectively (P<0.001 and P=0.02 compared to CKD-EPI and P<0.001 comparing the new regression and ANN models). Precisions (IQRs for the difference) were 22.6, 14.9, and 15.6 mL/min/1.73 m2, respectively (P<0.001 for both compared to CKD-EPI and P<0.001 comparing the new ANN and new regression models). Accuracies (proportions of eGFRs not deviating >30% from mGFR) were 50.9%, 77.4%, and 78.7%, respectively (P<0.001 for both compared to CKD-EPI and P=0.5 comparing the new ANN and new regression models).
LIMITATIONS: Different methods for measuring GFR were a source of systematic bias in comparisons of new models to CKD-EPI, and both the derivation and validation cohorts consisted of a group of patients who were referred to the same institution.
CONCLUSIONS: An ANN model using 3 variables did not perform better than a new regression model. Whether ANN can improve GFR estimation using more variables requires further investigation.",other,Not specified
22848691,Which is a more accurate predictor in colorectal survival analysis? Nine data mining algorithms vs. the TNM staging system,"Gao P, Zhou X, Wang ZN, Song YX, Tong LL, Xu YY, Yue ZY, Xu HM.",PLoS One. 2012;7(7):e42015. doi: 10.1371/journal.pone.0042015. Epub 2012 Jul 25.,Gao P,PLoS One,2012,2012/08/01,PMC3404978,,10.1371/journal.pone.0042015,"OBJECTIVE: Over the past decades, many studies have used data mining technology to predict the 5-year survival rate of colorectal cancer, but there have been few reports that compared multiple data mining algorithms to the TNM classification of malignant tumors (TNM) staging system using a dataset in which the training and testing data were from different sources. Here we compared nine data mining algorithms to the TNM staging system for colorectal survival analysis.
METHODS: Two different datasets were used: 1) the National Cancer Institute's Surveillance, Epidemiology, and End Results dataset; and 2) the dataset from a single Chinese institution. An optimization and prediction system based on nine data mining algorithms as well as two variable selection methods was implemented. The TNM staging system was based on the 7(th) edition of the American Joint Committee on Cancer TNM staging system.
RESULTS: When the training and testing data were from the same sources, all algorithms had slight advantages over the TNM staging system in predictive accuracy. When the data were from different sources, only four algorithms (logistic regression, general regression neural network, bayesian networks, and Naïve Bayes) had slight advantages over the TNM staging system. Also, there was no significant differences among all the algorithms (p>0.05).
CONCLUSIONS: The TNM staging system is simple and practical at present, and data mining methods are not accurate enough to replace the TNM staging system for colorectal cancer survival prediction. Furthermore, there were no significant differences in the predictive accuracy of all the algorithms when the data were from different sources. Building a larger dataset that includes more variables may be important for furthering predictive accuracy.",other,Not specified
21272346,Statistical learning techniques applied to epidemiology: a simulated case-control comparison study with logistic regression,"Heine JJ, Land WH, Egan KM.",BMC Bioinformatics. 2011 Jan 27;12:37. doi: 10.1186/1471-2105-12-37.,Heine JJ,BMC Bioinformatics,2011,2011/01/29,PMC3045299,,10.1186/1471-2105-12-37,"BACKGROUND: When investigating covariate interactions and group associations with standard regression analyses, the relationship between the response variable and exposure may be difficult to characterize. When the relationship is nonlinear, linear modeling techniques do not capture the nonlinear information content. Statistical learning (SL) techniques with kernels are capable of addressing nonlinear problems without making parametric assumptions. However, these techniques do not produce findings relevant for epidemiologic interpretations. A simulated case-control study was used to contrast the information embedding characteristics and separation boundaries produced by a specific SL technique with logistic regression (LR) modeling representing a parametric approach. The SL technique was comprised of a kernel mapping in combination with a perceptron neural network. Because the LR model has an important epidemiologic interpretation, the SL method was modified to produce the analogous interpretation and generate odds ratios for comparison.
RESULTS: The SL approach is capable of generating odds ratios for main effects and risk factor interactions that better capture nonlinear relationships between exposure variables and outcome in comparison with LR.
CONCLUSIONS: The integration of SL methods in epidemiology may improve both the understanding and interpretation of complex exposure/disease relationships.",other,Not specified
18686233,"Meteorological, environmental remote sensing and neural network analysis of the epidemiology of malaria transmission in Thailand","Kiang R, Adimi F, Soika V, Nigro J, Singhasivanon P, Sirichaisinthop J, Leemingsawat S, Apiwathnasorn C, Looareesuwan S.",Geospat Health. 2006 Nov;1(1):71-84. doi: 10.4081/gh.2006.282.,Kiang R,Geospat Health,2006,2008/08/08,,,10.4081/gh.2006.282,"In many malarious regions malaria transmission roughly coincides with rainy seasons, which provide for more abundant larval habitats. In addition to precipitation, other meteorological and environmental factors may also influence malaria transmission. These factors can be remotely sensed using earth observing environmental satellites and estimated with seasonal climate forecasts. The use of remote sensing usage as an early warning tool for malaria epidemics have been broadly studied in recent years, especially for Africa, where the majority of the world's malaria occurs. Although the Greater Mekong Subregion (GMS), which includes Thailand and the surrounding countries, is an epicenter of multidrug resistant falciparum malaria, the meteorological and environmental factors affecting malaria transmissions in the GMS have not been examined in detail. In this study, the parasitological data used consisted of the monthly malaria epidemiology data at the provincial level compiled by the Thai Ministry of Public Health. Precipitation, temperature, relative humidity, and vegetation index obtained from both climate time series and satellite measurements were used as independent variables to model malaria. We used neural network methods, an artificial-intelligence technique, to model the dependency of malaria transmission on these variables. The average training accuracy of the neural network analysis for three provinces (Kanchanaburi, Mae Hong Son, and Tak) which are among the provinces most endemic for malaria, is 72.8% and the average testing accuracy is 62.9% based on the 1994-1999 data. A more complex neural network architecture resulted in higher training accuracy but also lower testing accuracy. Taking into account of the uncertainty regarding reported malaria cases, we divided the malaria cases into bands (classes) to compute training accuracy. Using the same neural network architecture on the 19 most endemic provinces for years 1994 to 2000, the mean training accuracy weighted by provincial malaria cases was 73%. Prediction of malaria cases for 2001 using neural networks trained for 1994-2000 gave a weighted accuracy of 53%. Because there was a significant decrease (31%) in the number of malaria cases in the 19 provinces from 2000 to 2001, the networks overestimated malaria transmissions. The decrease in transmission was not due to climatic or environmental changes. Thailand is a country with long borders. Migrant populations from the neighboring countries enlarge the human malaria reservoir because these populations have more limited access to health care. This issue also confounds the complexity of modeling malaria based on meteorological and environmental variables alone. In spite of the relatively low resolution of the data and the impact of migrant populations, we have uncovered a reasonably clear dependency of malaria on meteorological and environmental remote sensing variables. When other contextual determinants do not vary significantly, using neural network analysis along with remote sensing variables to predict malaria endemicity should be feasible.",other,Not specified
21572972,Linkage Disequilibrium in Genetic Association Studies Improves the Performance of Grammatical Evolution Neural Networks,"Motsinger AA, Reif DM, Fanelli TJ, Davis AC, Ritchie MD.",Proc IEEE Symp Comput Intell Bioinforma Comput Biol. 2007 Apr 1;2007:1-8.,Motsinger AA,Proc IEEE Symp Comput Intell Bioinforma Comput Biol,2007,2011/09/28,PMC3092290,NIHMS160137,,"One of the most important goals in genetic epidemiology is the identification of genetic factors/features that predict complex diseases. The ubiquitous nature of gene-gene interactions in the underlying etiology of common diseases creates an important analytical challenge, spurring the introduction of novel, computational approaches. One such method is a grammatical evolution neural network (GENN) approach. GENN has been shown to have high power to detect such interactions in simulation studies, but previous studies have ignored an important feature of most genetic data: linkage disequilibrium (LD). LD describes the non-random association of alleles not necessarily on the same chromosome. This results in strong correlation between variables in a dataset, which can complicate analysis. In the current study, data simulations with a range of LD patterns are used to assess the impact of such correlated variables on the performance of GENN. Our results show that not only do patterns of strong LD not decrease the power of GENN to detect genetic associations, they actually increase its power.",other,Not specified
17238508,Artificial neural network may perform good to predict the survivability of cervical cancer,"Chu CM, Chang YT, Wetter T.",AMIA Annu Symp Proc. 2006;2006:889.,Chu CM,AMIA Annu Symp Proc,2006,2007/01/24,PMC1839471,,,"The project demonstrated to analyze the survivability of cervical cancer from the large data set of SEER (Surveillance Epidemiology and End Results). The data were re-sampled into 10 folds on 5 different size that were based on for three methods- artificial neural network, logistic regression and decision tree- to establish models for predicting the survivability of cervical cancer. In the meanwhile, 10-fold cross-validation was used to examine the respective models of three methods for performance comparison.",other,Not specified
